0,1,2,3,4,5,6,7,8,9
100.0,0.3411865090850247,0.000983608243395923,0.00038826641186681166,3246.6473668101244,796.0915804794058,853.8548266101735,4.305357868195292,2.0118082097730556,0.0
200.0,0.4021802142344434,0.0007602766494346047,0.00039421752192905427,9191.810922647594,2651.3244828442944,2558.0928333420025,4.406524923366828,2.0263379235809467,0.0
300.0,0.33799723511432106,0.0006772241869064925,0.00024626334069326997,3543.665624488611,2244.835203546274,1247.5422713317678,4.118110854990372,1.4322296950531004,0.0
400.0,0.30258068226733853,0.000939273935543435,0.00038866507677659377,19690.924744606018,3423.0459759320365,5343.764431155794,3.3036156763795144,1.2769513817194884,0.0
500.0,0.2769399751788867,0.0009536772073137637,0.0003178924024379212,25580.008792884648,3393.529851720296,7460.712409924614,3.07275653935029,1.3419304347967418,0.0
600.0,0.23630122254356017,0.00034317077903379175,6.863415580675834e-05,239.64439521729946,846.6443457044661,119.82219760864997,3.467961134108764,1.3917616800984705,0.0
700.0,0.24722815046234992,0.0005489922205847577,0.00019606865020884202,18623.255884595215,4038.406119863689,7390.264171681292,3.735093586503913,1.5772776453491812,0.0
800.0,0.18120775833240943,0.00025337000022273876,5.0674000044547756e-05,0.0,13496.57974296622,0.0,4.0531233319485995,1.5245848168384097,0.0
900.0,0.20947900099916225,0.00035090823695803016,0.0,,,0.0,3.478266603839702,1.7112062757490216,0.0
100.0,0.14732382411185585,0.00032503783464793564,0.00010834594488264521,5289.502666803077,2051.2869522683322,1836.678683917311,3.4023001471362817,1.5204197725746587,1.0
200.0,0.43913730973208176,0.0012097835156583863,0.00048781593373322025,5040.43891373463,1663.4986367842555,1476.3812658326974,4.194184455920843,1.9568172090838671,1.0
300.0,0.27748373988753905,0.0007510913082942219,0.00031295471178925915,20989.536375059746,3908.380666697398,5412.839841692375,3.294369579058674,1.4941127961609257,1.0
400.0,0.2787801572992719,0.000788816688764817,0.0002552053993062643,6466.302994016558,2015.9128685287963,2132.4900764787735,3.475893438179424,1.6819946193423185,1.0
500.0,0.2262286466883116,0.0006520060116177683,0.0002483832425210546,13272.562273693271,3164.9320401715813,4182.3340532968705,3.0126806265357535,1.3956051699351215,1.0
600.0,0.2668022339007117,0.0006495432670697314,0.00012990865341394627,10809.160974666476,6663.235989032934,4845.725324436362,3.157748551281029,1.8949348260419538,1.0
700.0,0.23738464117222152,0.0006286212077817694,0.00026192550324240395,4982.745386983268,1880.638255283609,1811.0877495909278,3.406825023096096,1.353632974586321,1.0
800.0,0.2014071633368537,0.0004994543660233114,0.00019978174640932457,11219.034222360235,3293.7223896355135,4778.06193359305,3.1996126247461816,1.3385669146544232,1.0
900.0,0.23861526621466925,0.0005925436096926561,0.00016160280264345168,7875.330844690558,5797.854793592977,3231.1065610328674,3.1296497388348916,1.4890242625704337,1.0
100.0,0.16595473662187238,0.00014517727031342247,3.6294317578355617e-05,0.0,937.8042017221451,0.0,4.7219866531972885,2.3314542888410563,2.0
200.0,0.3266705736927348,0.0005281084980671406,0.00015843254942014218,5980.505500778556,2629.812789635526,2111.6611963452247,5.218996080261754,2.3662007182923555,2.0
300.0,0.3758392968516327,0.0009080075069248654,0.000394040993571168,17662.972189046443,2501.660840668756,3889.8832197165057,4.704180572290651,1.953590337862056,2.0
400.0,0.3713031635861044,0.0010242918549347706,0.00045916531428110406,15436.326446004212,2319.1687741895707,3152.608755118494,4.310011356585357,1.5403239355721068,2.0
500.0,0.37547600347399496,0.001017324882478369,0.00046242040112653136,12186.811979368329,2183.9699874050916,2760.595123520259,4.3747783128284885,1.5064137864918474,2.0
600.0,0.2829097276907914,0.0005651184300346058,0.00023384210897983688,12828.689321644604,3203.1944295112044,3371.2013629271623,4.140624390884828,1.4346949333147065,2.0
700.0,0.3605654642865878,0.0009231292487049715,0.000321088434332164,6739.894195636734,1693.404660649132,1655.2273141603948,4.207933473620077,1.624252373834775,2.0
800.0,0.31130538575136674,0.0008928196035141024,0.0003613793633271367,44843.532160965726,5081.355206124813,10554.144326561483,4.1049775177184085,1.5026172689805415,2.0
900.0,0.3037249828585308,0.0007932563520583603,0.0003305234800243168,4754.027998825535,1468.5799218818545,1249.4754060516439,3.9959836922233007,1.0910742972861616,2.0
100.0,0.21616467698601674,0.0002275473091437609,0.0,,,0.0,4.273571149171628,1.7328171433182897,3.0
200.0,0.22796813309769948,0.000248267947925094,0.0001418673988143394,16967.53206408024,4771.024705185322,5402.340260931552,4.788617012064569,1.8434112795612825,3.0
300.0,0.18908574297550934,0.00025103303367173766,7.927358958054873e-05,56512.411924398504,12441.187133235391,20335.392017674836,4.657192973433583,1.8824978210229821,3.0
400.0,0.3364571566766877,0.0006907628244547688,0.0003014237779438991,13643.72350199148,2194.129075138597,2974.660056178989,4.875936007796328,2.0072126760461306,3.0
500.0,0.28567167939262184,0.000696478830001698,0.0002646619554006452,34689.91575964168,4726.8304211513,7628.417777458301,4.3979960288677304,1.518051688860785,3.0
600.0,0.22284482063998348,0.00040348570470386273,0.0001936731382578541,12633.568227840587,3241.3770465678535,3701.8706692841192,3.8618578276182745,1.2239502017297257,3.0
700.0,0.18799521807197375,0.000420518144526612,0.0001097003855286814,71179.82842402346,12603.877900405476,26269.849120647657,3.6191499475919304,1.256588404449736,3.0
800.0,0.13411678013456982,0.00012327449381191276,4.109149793730426e-05,20555.55267341435,11077.768967570737,10277.776336707175,4.297569552162301,1.8488425901248315,3.0
900.0,0.13782313233980067,0.00013405122490766676,0.0,,,0.0,3.85717338010475,1.4763334586027368,3.0
100.0,0.12447757002815173,0.0001609864931724815,0.0,,,0.0,4.663048456865371,1.769395176996828,4.0
200.0,0.21897240297537052,0.0002527551962001249,0.00011488872554551131,11492.47133848304,5802.800944809057,3992.654146487426,4.1262333664105295,1.843649173077956,4.0
300.0,0.23846000008701262,0.0004797687754288642,0.00020150288568012296,36477.374719404615,6346.677833151183,8714.472209529718,4.240674294557874,1.9031471739195651,4.0
400.0,0.21669476325219378,0.00029593211703252473,0.00010500817055992813,47011.78427566355,8652.927879892331,12943.497788902052,4.721729531788669,2.1152664305527975,4.0
500.0,0.2467206251690912,0.00040615119834166123,0.00011887352146585208,21197.0808956353,3949.4233375041126,5479.695612466213,4.276694518073223,1.9680114786323768,4.0
600.0,0.23826267217001584,0.0005408158716635854,0.0002184064097102941,83816.59445479233,6654.094767113483,17594.746763920994,4.0843086363703565,1.8147092323470808,4.0
700.0,0.17740610755420744,0.00033464865350664626,0.00011154955116888209,11785.543531851843,4453.67646198012,3289.7533487489613,3.9668983563481652,1.3847048895074727,4.0
800.0,0.2634161575698751,0.0004481671268329663,0.00015332033286390953,48242.11392282136,5220.012197414843,12533.397464171221,4.667247877260255,1.9859125135761395,4.0
900.0,0.22611444107012083,0.0004539641915888679,0.00022698209579443394,53114.72447850183,4940.693344394263,11950.281541932081,4.0765311319756155,1.7830629084020164,4.0
100.0,0.3066815104895391,0.0004274235012432482,0.0001858363048883688,7958.989963978529,1669.9329966019839,2209.1142455193894,5.3480778190424845,2.237496579931646,5.0
200.0,0.2308163552139343,0.0003440017336042659,0.00010863212640134714,13018.511149909347,7029.07704753615,5013.684766094885,4.3198017374016136,2.1463393453249715,5.0
300.0,0.23374165563464405,0.0003685896264813966,0.000175518869753046,17104.63300096616,3890.863867936097,5096.51059730806,4.268317045468471,1.4694743144720677,5.0
400.0,0.2036205592657176,0.0004013539559208702,0.00010033848898021755,30377.625265415758,8388.338457618655,11199.579338410414,4.0226265897820985,1.4651252487040134,5.0
500.0,0.191993390629138,0.00026656049780930197,8.201861471055446e-05,63094.26631775685,19169.966041352134,26050.896333012082,4.1950059535532604,1.5658237960440393,5.0
600.0,0.21276115391410638,0.00028307895771009886,8.71012177569535e-05,2981.8290996085852,2834.656011392828,1109.2388364666635,4.3206102907683315,1.3658360800710077,5.0
700.0,0.28306345556256074,0.0006350363327210529,0.0002494785592832708,25098.43680232577,3484.4554605937815,7014.01705450825,4.135387422475835,1.813272241464291,5.0
800.0,0.20674218680955359,0.00039065820393890916,0.00015626328157556366,25236.631473263726,7149.389188167018,9726.912154856254,4.453219266491954,2.008062147203571,5.0
900.0,0.24453828588095614,0.00033342155665800255,9.093315181581887e-05,2482.7868599034846,1430.3503141198307,1015.7510862223919,4.477826148626109,2.2183425755648316,5.0
100.0,0.09647847966806053,0.0001161020149838339,1.9350335830638983e-05,0.0,617.903329834342,0.0,4.165482818084052,2.098159110027802,6.0
200.0,0.2872520952441055,0.00041774366726812356,0.00012286578449062458,2303.1817996948957,1979.0621914461256,780.8636273402358,4.932366655665094,2.10785893303294,6.0
300.0,0.30096374280593546,0.0005712034766279661,0.00021760132442970138,12326.921679355204,3301.8632558323443,4143.563770292108,4.526423336936937,1.8551458347426457,6.0
400.0,0.20454297856050532,0.0002403594496177008,0.00010682642205231147,31273.004013350233,10185.563867096324,12611.735345257783,4.877384346123486,1.8549956027408077,6.0
500.0,0.32018046969834135,0.000596407866737422,0.00026838354003183996,5785.442187771201,2048.628128327843,1882.2457816602416,4.684965568805918,1.3454455717202318,6.0
600.0,0.24218985742318566,0.0002924615657603992,9.748718858679972e-05,5127.154682537541,8522.585947421068,2105.5631047517672,4.636694096940765,1.3149108543354737,6.0
700.0,0.19832943955210722,0.0002163893197427209,7.212977324757364e-05,9571.996185238473,13350.969800528605,4785.998092619239,4.211568384510363,1.1900236342837567,6.0
800.0,0.20006382103125717,0.00019150657768579775,3.830131553715955e-05,0.0,14383.81314607896,0.0,3.9724310577627993,1.3319693247689954,6.0
900.0,0.24914669051396146,0.00044090588784074483,0.00013227176635222346,18431.25293204561,7707.043058880295,8286.650486759621,3.9408229760403923,1.4060829431034472,6.0
100.0,0.30508779184595,0.0005408305858529938,0.0001892907050485478,13425.519120081328,3368.6496082681365,3248.8698993232747,4.039562709328928,2.2560176114608064,7.0
200.0,0.3013230081193097,0.0006032961909503389,0.00026394208354077323,17088.843435768038,2873.524896650841,3668.508012987518,4.077131391911472,1.9734631302279397,7.0
300.0,0.26584873399423875,0.0006821508700693231,0.00028860229118317517,12113.82580602169,3375.298025904689,3587.3027426176654,3.6806552380526742,1.8701930188125158,7.0
